台號,台名,模組類型,模組ID,模組型號,硬體版本,(模組位置 / 光接點),RF_Port使用狀態,細胞(頻寬) / 細胞名稱,模組序號,Ant. Port電子角,天線型號,天線序號,軟體版本,營運中心,基維股,縣市,鄉鎮市區,administrativeState,availabilityStatus,blocking,operationalState,台號L
718740,長治德協L5,RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.103,1.1.1.2_OPT_1,1/1,"11(10M),111 / 長治德協",1M170745220,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,RMOD,RMOD-8/RMOD_R-10,FHDB,472649A.103,1.1.3.2_OPT_1,1/3,"131,31(10M) / 長治德協",1M190411012,[9][9],80010864_R1,T0L1861847,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,RMOD,RMOD-7/RMOD_R-9,FHEB,472650A.102,1.1.1.1_OPT_1,1/1,13 / 長治德協,1M154418040,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,RMOD,RMOD-2/RMOD_R-4,FHEB,472650A.103,1.1.2.1_OPT_1,1/2,23 / 長治德協,1M161636594,[5][5]_RET,80010665V01_Y1,W0I2139040RF,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,RMOD,RMOD-4/RMOD_R-6,FHEB,472650A.103,1.1.3.1_OPT_1,1/3,33 / 長治德協,1M161636274,[5][5]_RET,80010864_Y1,T0L1861847,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,RMOD,RMOD-6/RMOD_R-8,FRHG,473225A.101,1.2.1.1_OPT_1,2/1,34 / 長治德協,K9162300058,[5][5][X][X],80010864_Y2,T0L1861847,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718740L
718740,長治德協L5,SMOD,SMOD-1/SMOD_R-1,ASIA,473095A.203,PTTH_NAR01_R3M3L,,,RW191901538,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,718740L
718742,長治德協L1(大仁科大天明),BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.106,1.2,[X][X][X][X][X][X],"P1_(14,15,25,34,35,45,65),P2_(24,44,54,55,64)",EA210556643,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,718742L
718742,長治德協L1(大仁科大天明),BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.106,1.1,[X][X][X][O][O][O],"P1_(12,13,23,33),P2_(11,21,22,31,32)",EA210556640,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,718742L
718742,長治德協L1(大仁科大天明),BBMOD,BBMOD-3/BBMOD_R-3,ABIA,473096A.107,1.3,[X][O][X][O][X][X],"P1_(41,42,51,61,62),P2_(43,53,63)",DH211597794,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-17/RMOD_R-8,FXEB,472501A.103,1.3.3.1_OPT_1,3/3,"42,43,53,62,63 / 長治天明",K9142955470,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-13/RMOD_R-5,FXEB,472501A.104,1.3.1.1_OPT_1,3/1,"42,43,53,62,63 / 長治天明",F7160900468,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-14/RMOD_R-6,FXDB,472573A.104,1.3.5.1_OPT_1,3/5,"141,151,161,41(10M),51(10M),61(10M) / 長治天明",F7180900372,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-16/RMOD_R-7,FXDB,472573A.104,1.3.6.1_OPT_1,3/6,"141,151,161,41(10M),51(10M),61(10M) / 長治天明",F7181000812,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.102,1.1.1.2_OPT_1,1/1,"11(10M),111 / 鹽埔大仁",L6144234580,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-8/RMOD_R-15,FHDB,472649A.102,1.1.3.2_OPT_1,1/3,"131,31(10M) / 鹽埔大仁",L6135023836,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-3/RMOD_R-10,FHDB,472649A.103,1.1.2.2_OPT_1,1/2,"121,21(10M) / 鹽埔大仁",1M170719212,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-10/RMOD_R-2,FRHG,473225A.101,1.2.4.1_OPT_1,2/4,"44,45 / 長治天明",K9181520928,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-11/RMOD_R-3,FRHG,473225A.101,1.2.5.1_OPT_1,2/5,"54,55 / 長治天明",K9180718979,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-12/RMOD_R-4,FRHG,473225A.101,1.2.6.1_OPT_1,2/6,"64,65 / 長治天明",K9175128332,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-7/RMOD_R-14,FHEL,473475A.101,1.1.1.1_OPT_1,1/1,"12,13 / 鹽埔大仁",EA181681635,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-2/RMOD_R-9,FHEL,473475A.101,1.1.2.1_OPT_1,1/2,"22,23 / 鹽埔大仁",1M182535422,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-4/RMOD_R-11,FHEL,473475A.101,1.1.3.1_OPT_1,1/3,"32,33 / 鹽埔大仁",EA181681627,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-6/RMOD_R-13,AHHB,474252A.101,1.2.3.1_OPT_1,2/3,"34,35 / 鹽埔大仁",EA192274239,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-9/RMOD_R-16,AHHB,474252A.101,1.2.1.1_OPT_1,2/1,"14,15 / 鹽埔大仁",EA192274208,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),RMOD,RMOD-5/RMOD_R-12,AHHB,474252A.102,1.2.2.1_OPT_1,2/2,"24(4x4),25(4x4) / 鹽埔大仁",LR243504530,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718742L
718742,長治德協L1(大仁科大天明),SMOD,SMOD-1/SMOD_R-1,ASIB,473764A.102,PTTH_NAR01_R3M1L,,,DH212562173,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,718742L
718745,新埤餉潭,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.107,1.2,[X][X][O][O][O][O],"P1_(34,35),P2_(41,51)",DH213187931,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,,,,enabled,718745L
718745,新埤餉潭,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.107,1.1,[X][X][X][X][X][X],"P1_(13,23,32,33,43),P2_(11,21,31)",DH213187567,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-14/RMOD_R-3,FHDB,472649A.102,1.1.4.2_OPT_1,1/4,"141,41(10M) / 新埤大成長城",L6144441599,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-5/RMOD_R-12,FHDB,472649A.103,1.2.2.1_OPT_1,2/2,"151,51(10M) / 新埤箕湖電桿",1M172926240,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-7/RMOD_R-8,FHEB,472650A.102,1.1.1.1_OPT_1,1/1,13 / 新埤餉潭,1M151234606,[2][2]_RET,RRV4-65A-R6N43,24CN101741021,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-2/RMOD_R-4,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 新埤餉潭,1M153001889,[2][2]_RET,RRV4-65A-R6N43,24CN101732013,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-13/RMOD_R-2,FHEB,472650A.103,1.1.4.1_OPT_1,1/4,43 / 新埤大成長城,1M161255118,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-6/RMOD_R-7,FRHG,473225A.101,1.2.1.1_OPT_1,2/1,"34,35 / 新埤餉潭",K9181036765,[2][2][2][2],RRV4-65A-R6N43,24CN101109542,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-4/RMOD_R-6,FHEL,473475A.101,1.1.3.1_OPT_1,1/3,"32,33 / 新埤餉潭",EA181580685,[2][2]_RET,RRV4-65A-R6N43,24CN101109542,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-1/RMOD_R-1,AHDB,474257A.101,1.1.5.1_OPT_1,1/5,"11(10M),111 / 新埤餉潭",DH243208239,[4][4][4][4],RRV4-65A-R6N43,24CN101741021,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-3/RMOD_R-5,AHDB,474257A.101,1.1.6.1_OPT_1,1/6,"121,21(10M) / 新埤餉潭",DH243208256,[4][4][4][4],RRV4-65A-R6N43,24CN101732013,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,RMOD,RMOD-8/RMOD_R-9,AHDB,474257A.101,1.1.6.2_OPT_1,1/6,"131,31(10M) / 新埤餉潭",DH243208248,[4][4][4][4],RRV4-65A-R6N43,24CN101109542,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,Unlocked,,,enabled,718745L
718745,新埤餉潭,SMOD,SMOD-1/SMOD_R-1,ASIB,473764A.102,MSER_DRAN,,,DH220143569,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,新埤鄉,,,,,718745L
718747,來義古樓,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.107,1.2,[X][O][O][O][O][O],"P1_(15),P2_(14)",DH243236395,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,enabled,718747L
718747,來義古樓,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.107,1.1,[X][X][X][X][X][X],"P1_(13,23,33),P2_(11,21,31)",DH243236271,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-3/RMOD_R-3,FHEB,472650A.102,1.1.3.1_OPT_1,1/3,33 / 來義古樓,L6140741088,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-2/RMOD_R-2,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 來義古樓,L5141534103,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-7/RMOD_R-5,FRHG,473225A.101,1.2.1.1_OPT_1,2/1,"14,15 / 來義古樓",K9181521002,[2][2][X][X]_RET,RRV4-65A-R6N43,24CN101740759,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-1/RMOD_R-1,FHEL,473475A.101,1.1.1.1_OPT_1,1/1,13 / 來義古樓,1M181511436,[2][2],RRV4-65A-R6N43,24CN101740759,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-4/RMOD_R-4,AHDB,474257A.101,1.1.4.1_OPT_1,1/4,"11(10M),111 / 來義古樓",DH244706481,[2][2][2][2],RRV4-65A-R6N43,24CN101740759,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-5/RMOD_R-7,AHDB,474257A.101,1.1.5.1_OPT_1,1/5,"121,21(10M) / 來義古樓",DH244706455,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,RMOD,RMOD-6/RMOD_R-8,AHDB,474257A.101,1.1.6.1_OPT_1,1/6,"131,31(10M) / 來義古樓",EA232052748,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,Unlocked,,,enabled,718747L
718747,來義古樓,SMOD,SMOD-1/SMOD_R-1,ASIB,473764A.102,MSER_DRAN,,,DH242551190,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,718747L
718748,長治德協L7,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.107,1.1,[X][X][X][O][O][O],"P1_(11,21,23),P2_(13,31,33)",DH212693520,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,718748L
718748,長治德協L7,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.107,1.3,[X][X][X][X][X][O],"P1_(41,51,53),P2_(43,61,63)",DH211794709,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-10/RMOD_R-7,FXDB,472573A.104,1.3.4.1_OPT_1,3/4,"141,151,161,41(10M),51(10M),61(10M) / 長治繁昌二",F7173812917,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-11/RMOD_R-8,FXDB,472573A.104,1.3.5.1_OPT_1,3/5,"141,151,161,41(10M),51(10M),61(10M) / 長治繁昌二",F7180948981,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.102,1.1.1.2_OPT_1,1/1,"11(10M),111 / 長治繁昌",L6142953195,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-8/RMOD_R-6,FHDB,472649A.102,1.1.3.2_OPT_1,1/3,"131,31(10M) / 長治繁昌",1M150913309,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-3/RMOD_R-3,FHDB,472649A.102,1.1.2.2_OPT_1,1/2,"121,21(10M) / 長治繁昌",L6150561288,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-7/RMOD_R-5,FHEB,472650A.102,1.1.1.1_OPT_1,1/1,13 / 長治繁昌,L6140750913,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-2/RMOD_R-2,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 長治繁昌,L6140750921,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-4/RMOD_R-4,FHEB,472650A.102,1.1.3.1_OPT_1,1/3,33 / 長治繁昌,L6140750886,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-5/RMOD_R-9,FHEB,472650A.103,1.3.1.1_OPT_1,3/1,43 / 長治繁昌二,1M162528723,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-6/RMOD_R-10,FHEB,472650A.103,1.3.2.1_OPT_1,3/2,53 / 長治繁昌二,1M162373688,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,RMOD,RMOD-9/RMOD_R-11,FHEB,472650A.103,1.3.3.1_OPT_1,3/3,63 / 長治繁昌二,1M161636670,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,Unlocked,,,enabled,718748L
718748,長治德協L7,SMOD,SMOD-1/SMOD_R-1,ASIA,473095A.204,PTTH_NAR01_R3M4L,,,EA204757109,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,長治鄉,,,,,718748L
718749,屏東華山L1(長治龍翔),BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.103,1.1,[X][X][X][O][O][O],"P1_(11,21,31),P2_(13,23,33)",L1181619427,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,718749L
718749,屏東華山L1(長治龍翔),BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.105,1.2,[X][X][X][O][O][O],"P1_(14,15),P2_(24,34)",EA202555046,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,718749L
718749,屏東華山L1(長治龍翔),BBMOD,BBMOD-3/BBMOD_R-3,ABIA,473096A.107,1.3,[X][X][X][X][X][X],"P1_(41,47,51,57,61,71),P2_(43,53,63,73)",DH223224976,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-8/RMOD_R-8,FHDB,472649A.102,1.1.3.2_OPT_1,1/3,"131,31(10M) / 長治龍翔",1M150781932,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-11/RMOD_R-13,FHDB,472649A.103,1.3.2.1_OPT_1,3/2,"151,51(10M),57(10M) / 長治單座",1M190410819,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-12/RMOD_R-12,FHDB,472649A.103,1.3.3.1_OPT_1,3/3,"141,41(10M),47(10M) / 長治單座",1M190427047,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-14/RMOD_R-14,FHDB,472649A.103,1.3.5.1_OPT_2,3/5,"161,61(10M) / 屏東建豐二",1M170831561,RET,RVV-65M-R3VB,24CN953700042,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-15/RMOD_R-15,FHDB,472649A.103,1.3.6.1_OPT_1,3/6,"171,71(10M) / 屏東建豐二",1M170745268,[3][3]_RET,RVV-65M-R3VB,24CN953700052,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.103,1.1.1.2_OPT_1,1/1,"11(10M),111 / 長治龍翔",1M170628300,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-3/RMOD_R-3,FHDB,472649A.103,1.1.2.2_OPT_1,1/2,"121,21(10M) / 長治龍翔",1M170831637,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-7/RMOD_R-7,FHEB,472650A.102,1.1.1.1_OPT_1,1/1,13 / 長治龍翔,1M143368004,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-2/RMOD_R-2,FHEB,472650A.102,1.1.2.1_OPT_1,1/2,23 / 長治龍翔,L6150928814,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-4/RMOD_R-4,FHEB,472650A.103,1.1.3.1_OPT_1,1/3,33 / 長治龍翔,1M162344904,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-5/RMOD_R-5,FRHG,473225A.101,1.2.2.1_OPT_1,2/2,24 / 長治龍翔,K9181222507,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-6/RMOD_R-6,FRHG,473225A.101,1.2.3.1_OPT_1,2/3,34 / 長治龍翔,K9181549529,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-9/RMOD_R-9,FRHG,473225A.101,1.2.1.1_OPT_1,2/1,"14,15 / 長治龍翔",K9181222552,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-10/RMOD_R-11,AHEB,473484A.101,1.3.1.1_OPT_1,3/1,"43,53 / 長治單座",EA205157519,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),RMOD,RMOD-13/RMOD_R-10,AHEB,473484A.101,1.3.4.1_OPT_1,3/4,"63,73 / 屏東建豐二",DH222950376,[5][5][5][5],RVV-65M-R3VB,24CN953700042,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,Unlocked,,,enabled,718749L
718749,屏東華山L1(長治龍翔),SMOD,SMOD-1/SMOD_R-1,ASIA,473095A.203,PTHS_NAR01_R3M1L,,,L1181404693,,,,xL25R3_2513_101,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,718749L
718752,恆春恆春L10,BBMOD,BBMOD-1/BBMOD_R-1,ABIA,473096A.103,2.1,[X][X][X][O][O][O],"P1_(11,21,23,33),P2_(13,31,32)",EA183940890,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,enabled,718752L
718752,恆春恆春L10,BBMOD,BBMOD-2/BBMOD_R-2,ABIA,473096A.103,2.2,[X][X][X][X][O][O],"P1_(34,54),P2_(35,44,64)",L1182208376,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,enabled,718752L
718752,恆春恆春L10,BBMOD,BBMOD-3/BBMOD_R-3,ABIA,473096A.103,2.3,[X][X][X][X][X][X],"P1_(43,53,63),P2_(41,51,61)",K9173736017,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-1/RMOD_R-1,FHDB,472649A.102,2.1.1.2_OPT_1,4/1,"11(10M),111 / 恆春公園大亨",1M160518613,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-8/RMOD_R-16,FHDB,472649A.102,2.1.3.2_OPT_1,4/3,"131,31(10M) / 恆春公園大亨",1M161147653,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-3/RMOD_R-12,FHDB,472649A.102,2.1.2.2_OPT_1,4/2,"121,21(10M) / 恆春公園大亨",1M143517215,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-7/RMOD_R-15,FHEB,472650A.102,2.1.1.1_OPT_1,4/1,13 / 恆春公園大亨,1M150924643,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-2/RMOD_R-11,FHEB,472650A.102,2.1.2.1_OPT_1,4/2,23 / 恆春公園大亨,1M153001829,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-13/RMOD_R-5,FHEB,472650A.102,2.3.1.1_OPT_1,6/1,43 / 恆春線路中心,L6134509931,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-15/RMOD_R-7,FHEB,472650A.102,2.3.2.1_OPT_1,6/2,53 / 恆春線路中心,1M153636958,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-17/RMOD_R-9,FHEB,472650A.102,2.3.3.1_OPT_1,6/3,63 / 恆春線路中心,L6142973360,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
718752,恆春恆春L10,RMOD,RMOD-6/RMOD_R-14,FRHG,473225A.101,2.2.1.1_OPT_1,5/1,"34,35 / 恆春公園大亨",K9171444771,,,,xL25R3_2513_101,屏東營運中心,屏南基維股,屏東縣,恆春鎮,Unlocked,,,enabled,718752L
