台號,台名,模組類型,模組ID,模組型號,硬體版本,(模組位置 / 光接點),RF_Port使用狀態,細胞(頻寬) / 細胞名稱,模組序號,Ant. Port電子角,天線型號,天線序號,軟體版本,營運中心,基維股,縣市,鄉鎮市區,administrativeState,availabilityStatus,blocking,operationalState,台號L
701873,東港安泰醫院,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 東港安泰醫院,EB182080276,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,701873L
701873,東港安泰醫院,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB182080276,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,701873L
702052,竹田永豐村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田永豐村辦,EB181910064,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702052L
702052,竹田永豐村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田永豐村辦,EB181910064,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702052L
702052,竹田永豐村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910064,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702052L
702056,內埔青島啤酒,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 內埔青島啤酒,EB181611627,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702056L
702056,內埔青島啤酒,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 內埔青島啤酒,EB181611627,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702056L
702056,內埔青島啤酒,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181611627,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702056L
702058,內埔龍泉消防隊,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 內埔龍泉消防隊,EB181680575,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702058L
702058,內埔龍泉消防隊,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680575,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702058L
702061,春日春日村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 春日春日村辦,EB181910039,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,春日鄉,,,,,702061L
702061,春日春日村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 春日春日村辦,EB181910039,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,春日鄉,,,,,702061L
702061,春日春日村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910039,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,春日鄉,,,,,702061L
702062,泰武鄉公所,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 泰武鄉公所,EB171440247,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,泰武鄉,,,,,702062L
702062,泰武鄉公所,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,MSER_DRAN,,,EB171440247,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,泰武鄉,,,,,702062L
702068,新園成運汽車,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 新園成運汽車,EB182080187,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新園鄉,,,,,702068L
702068,新園成運汽車,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB182080187,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新園鄉,,,,,702068L
702069,獅子南世村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 獅子南世村辦,EB182010840,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,獅子鄉,,,,,702069L
702069,獅子南世村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 獅子南世村辦,EB182010840,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,獅子鄉,,,,,702069L
702069,獅子南世村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010840,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,獅子鄉,,,,,702069L
702073,恆春頭溝里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 恆春頭溝里辦,EB182813433,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702073L
702073,恆春頭溝里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 恆春頭溝里辦,EB182813433,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702073L
702073,恆春頭溝里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182813433,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702073L
702074,恆春墾丁里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 恆春墾丁里辦,EB182210716,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702074L
702074,恆春墾丁里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 恆春墾丁里辦,EB182210716,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702074L
702074,恆春墾丁里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB182210716,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702074L
702075,恆春山腳里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 恆春山腳里辦,EB182010808,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702075L
702075,恆春山腳里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 恆春山腳里辦,EB182010808,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702075L
702075,恆春山腳里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010808,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,恆春鎮,,,,,702075L
702076,高樹廣興村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 高樹廣興村辦,EB182010901,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,,702076L
702076,高樹廣興村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 高樹廣興村辦,EB182010901,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,,702076L
702076,高樹廣興村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010901,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,高樹鄉,,,,,702076L
702077,來義古樓村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 來義古樓村辦,EB182011895,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702077L
702077,來義古樓村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 來義古樓村辦,EB182011895,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702077L
702077,來義古樓村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182011895,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702077L
702078,來義來義村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 來義來義村辦,EB182010805,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702078L
702078,來義來義村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 來義來義村辦,EB182010805,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702078L
702078,來義來義村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010805,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,來義鄉,,,,,702078L
702079,萬巒佳和村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 萬巒佳和村辦,EB181910040,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬巒鄉,,,,,702079L
702079,萬巒佳和村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 萬巒佳和村辦,EB181910040,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬巒鄉,,,,,702079L
702079,萬巒佳和村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910040,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,萬巒鄉,,,,,702079L
702080,瑪家排灣村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 瑪家排灣村辦,EB181910160,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702080L
702080,瑪家排灣村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 瑪家排灣村辦,EB181910160,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702080L
702080,瑪家排灣村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910160,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,瑪家鄉,,,,,702080L
702083,竹田竹田村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田竹田村辦,EB181910186,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702083L
702083,竹田竹田村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田竹田村辦,EB181910186,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702083L
702083,竹田竹田村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910186,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702083L
702084,竹田竹南村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田竹南村辦,EB181910027,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702084L
702084,竹田竹南村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田竹南村辦,EB181910027,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702084L
702084,竹田竹南村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910027,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702084L
702085,竹田頭崙村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 竹田頭崙村辦,EB182813542,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702085L
702085,竹田頭崙村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 竹田頭崙村辦,EB182813542,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702085L
702085,竹田頭崙村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182813542,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,竹田鄉,,,,,702085L
702088,麟洛田中村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 麟洛田中村辦,EB181910137,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,麟洛鄉,,,,,702088L
702088,麟洛田中村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 麟洛田中村辦,EB181910137,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,麟洛鄉,,,,,702088L
702088,麟洛田中村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910137,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,麟洛鄉,,,,,702088L
702089,內埔永明,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 內埔永明,EB171440312,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702089L
702089,內埔永明,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,MSER_DRAN,,,EB171440312,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702089L
702091,林邊崎峰村里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 林邊崎峰村里辦,EB181910021,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702091L
702091,林邊崎峰村里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 林邊崎峰村里辦,EB181910021,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702091L
702091,林邊崎峰村里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910021,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702091L
702092,屏東公路局鳳屏工務段,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東公路局鳳屏工務段,EB234880318,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702092L
702092,屏東公路局鳳屏工務段,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB234880318,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702092L
702094,麟洛中山,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 麟洛中山,EB181680508,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,麟洛鄉,,,,,702094L
702094,麟洛中山,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680508,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,麟洛鄉,,,,,702094L
702259,東港分局,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 東港分局,EB182010891,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,702259L
702259,東港分局,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 東港分局,EB182010891,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,702259L
702259,東港分局,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010891,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,東港鎮,,,,,702259L
702267,南州慈惠宿舍一樓,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 南州慈惠宿舍一樓,EB182010764,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702267L
702267,南州慈惠宿舍一樓,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 南州慈惠宿舍一樓,EB182010764,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702267L
702267,南州慈惠宿舍一樓,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB182010764,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702267L
702268,南州慈惠宿舍三樓,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 南州慈惠宿舍三樓,EB182010877,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702268L
702268,南州慈惠宿舍三樓,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 南州慈惠宿舍三樓,EB182010877,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702268L
702268,南州慈惠宿舍三樓,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB182010877,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702268L
702269,潮州昌明,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 潮州昌明,EB182813400,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702269L
702269,潮州昌明,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 潮州昌明,EB182813400,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702269L
702269,潮州昌明,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB182813400,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702269L
702279,南州慈惠護專C棟,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 南州慈惠護專C棟,EB181910181,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702279L
702279,南州慈惠護專C棟,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 南州慈惠護專C棟,EB181910181,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702279L
702279,南州慈惠護專C棟,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,LAR871,,,EB181910181,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702279L
702304,新園文鯕,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 新園文鯕,EB181680605,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新園鄉,,,,,702304L
702304,新園文鯕,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,LAR871,,,EB181680605,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,新園鄉,,,,,702304L
702305,潮州南進路郵局,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 潮州南進路郵局,EB181910199,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702305L
702305,潮州南進路郵局,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 潮州南進路郵局,EB181910199,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702305L
702305,潮州南進路郵局,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910199,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,潮州鎮,,,,,702305L
702306,枋寮水底寮郵局,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 枋寮水底寮郵局,EB181310779,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702306L
702306,枋寮水底寮郵局,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 枋寮水底寮郵局,EB181310779,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702306L
702306,枋寮水底寮郵局,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181310779,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,枋寮鄉,,,,,702306L
702308,屏東縣政府室內涵蓋,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東縣政府室內涵蓋,EB181680586,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702308L
702308,屏東縣政府室內涵蓋,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB181680586,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702308L
702309,屏東頂宅里辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 屏東頂宅里辦,EB181910075,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702309L
702309,屏東頂宅里辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 屏東頂宅里辦,EB181910075,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702309L
702309,屏東頂宅里辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910075,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702309L
702312,內埔東片村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 內埔東片村辦,EB181910104,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702312L
702312,內埔東片村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 內埔東片村辦,EB181910104,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702312L
702312,內埔東片村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910104,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702312L
702313,內埔龍泉小北,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 內埔龍泉小北,EB182080128,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702313L
702313,內埔龍泉小北,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080128,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,內埔鄉,,,,,702313L
702314,南州同安村辦,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 南州同安村辦,EB182080307,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702314L
702314,南州同安村辦,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB182080307,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,南州鄉,,,,,702314L
702315,屏東地檢署,RMOD,RMOD-1/RMOD_R-1,FWEA_FREA,FWEA_FREA,,,13 / 屏東地檢署,EB180680159,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702315L
702315,屏東地檢署,SMOD,SMOD-1/SMOD_R-1,FWEA,472898A,MSER_DRAN,,,EB180680159,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702315L
702316,林邊田厝村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 林邊田厝村辦,EB182010885,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702316L
702316,林邊田厝村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 林邊田厝村辦,EB182010885,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702316L
702316,林邊田厝村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010885,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,林邊鄉,,,,,702316L
702319,三地門馬兒村辦,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 三地門馬兒村辦,EB181910060,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,三地門鄉,,,,,702319L
702319,三地門馬兒村辦,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 三地門馬兒村辦,EB181910060,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,三地門鄉,,,,,702319L
702319,三地門馬兒村辦,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB181910060,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,三地門鄉,,,,,702319L
702321,滿州九鵬派出所,RMOD,RMOD-1/RMOD_R-1,FR2EB,FR2EB,,,13 / 滿州九鵬派出所,EB182010918,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,滿州鄉,,,,,702321L
702321,滿州九鵬派出所,RMOD,RMOD-2/RMOD_R-2,FR2HB,FR2HB,,,14 / 滿州九鵬派出所,EB182010918,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,滿州鄉,,,,,702321L
702321,滿州九鵬派出所,SMOD,SMOD-1/SMOD_R-1,FW2EHB,473525A,MSER_DRAN,,,EB182010918,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏南基維股,屏東縣,滿州鄉,,,,,702321L
702322,屏東明揚二,RMOD,RMOD-1/RMOD_R-1,FWHN_FRHN,FWHN_FRHN,,,14 / 屏東明揚二,EB171540151,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702322L
702322,屏東明揚二,SMOD,SMOD-1/SMOD_R-1,FWHN,473148A,MSER_DRAN,,,EB171540151,,,,FLF24R1_2317_10_2221_10,屏東營運中心,屏北基維股,屏東縣,屏東市,,,,,702322L
